>GEOMETRY   rect_prism; AX,AY,AZ= 0.0900 0.0900 0.0900
     54 = NAT 
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -0.04000 -0.02500 -0.00000 = lattice offset x0(1-3) = (x_TF, y_TF, z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
     1  1  1  1 1 1 1
     2  1  2  1 1 1 1
     3  1  3  1 1 1 1
     4  1  4  1 1 1 1
     5  1  5  1 1 1 1
     6  1  6  1 1 1 1
     7  2  1  1 1 1 1
     8  2  2  1 1 1 1
     9  2  3  1 1 1 1
     10  2  4  1 1 1 1
     11  2  5  1 1 1 1
     12  2  6  1 1 1 1
     13  3  1  1 1 1 1
     14  3  2  1 1 1 1
     15  3  3  1 1 1 1
     16  3  4  1 1 1 1
     17  3  5  1 1 1 1
     18  3  6  1 1 1 1
     19  4  1  1 1 1 1
     20  4  2  1 1 1 1
     21  4  3  1 1 1 1
     22  4  4  1 1 1 1
     23  4  5  1 1 1 1
     24  4  6  1 1 1 1
     25  5  1  1 1 1 1
     26  5  2  1 1 1 1
     27  5  3  1 1 1 1
     28  5  4  1 1 1 1
     29  5  5  1 1 1 1
     30  5  6  1 1 1 1
     31  6  1  1 1 1 1
     32  6  2  1 1 1 1
     33  6  3  1 1 1 1
     34  6  4  1 1 1 1
     35  6  5  1 1 1 1
     36  6  6  1 1 1 1
     37  7  1  1 1 1 1
     38  7  2  1 1 1 1
     39  7  3  1 1 1 1
     40  7  4  1 1 1 1
     41  7  5  1 1 1 1
     42  7  6  1 1 1 1
     43  8  1  1 1 1 1
     44  8  2  1 1 1 1
     45  8  3  1 1 1 1
     46  8  4  1 1 1 1
     47  8  5  1 1 1 1
     48  8  6  1 1 1 1
     49  9  1  1 1 1 1
     50  9  2  1 1 1 1
     51  9  3  1 1 1 1
     52  9  4  1 1 1 1
     53  9  5  1 1 1 1
     54  9  6  1 1 1 1
